OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.ffn.moe_expert.20.pim_barrier	13984963	13984965	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.19.gelu	13849512	13849744	232	190	0	0	0	45632	45568	196689655172	196413793103	393103448275	0	0.000000	
layer0.ffn.moe_expert.46.pim_barrier	21187109	21187111	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.8.pim_barrier	10685494	10685496	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.32.pim_barrier	17239321	17239323	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.41.fc1	19839105	19963065	123960	123917	0	0	0	204352	92736	1648531784	748112294	2396644078	1971200	0.497107	
layer0.ffn.moe_expert.62.fc2	25549401	25743746	194345	194317	0	0	0	215232	211456	1107473822	1088044457	2195518279	3086336	0.496344	
layer0.ffn.moe_expert.5.fc2	10025423	10126864	101441	101389	0	0	0	145920	110592	1438471623	1090210072	2528681696	1622016	0.499936	
layer0.ffn.moe_expert.47.pim_barrier	21463419	21463421	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.12.gelu	11855825	11856068	243	202	0	0	0	48448	48512	199374485596	199637860082	399012345679	0	0.000000	
layer0.ffn.moe_expert.53.fc2	23135652	23273692	138040	137997	0	0	0	173376	150528	1255983772	1090466531	2346450304	2207744	0.499953	
layer0.ffn.moe_expert.37.fc2	18908775	19043985	135210	135181	0	0	0	171264	147456	1266651874	1090570224	2357222098	2162688	0.499952	
layer0.ffn.moe_expert.57.gelu	24119481	24119706	225	184	0	0	0	44160	44160	196266666666	196266666666	392533333333	0	0.000000	
layer0.ffn.moe_expert.25.pim_barrier	15406218	15406220	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.0.gelu	8761542	8761881	339	231	0	0	0	55424	55424	163492625368	163492625368	326985250737	0	0.000000	
layer0.ffn.moe_expert.12.fc1	11712152	11855825	143673	143629	0	0	0	225792	107392	1571568770	747475169	2319043940	2275328	0.495053	
layer0.ffn.moe_expert.62.gelu	25549076	25549401	325	274	0	0	0	65728	65792	202240000000	202436923076	404676923076	0	0.000000	
layer0.ffn.moe_expert.44.gelu	20738466	20738779	313	202	0	0	0	48448	48512	154785942492	154990415335	309776357827	0	0.000000	
layer0.ffn.moe_expert.22.fc2	14757804	14904292	146488	146445	0	0	0	179200	158976	1223308393	1085249303	2308557697	2309120	0.492745	
layer0.ffn.moe_expert.39.gelu	19421711	19421951	240	192	0	0	0	46080	46080	192000000000	192000000000	384000000000	0	0.000000	
layer0.ffn.moe_expert.56.gelu	23924946	23925079	133	92	0	0	0	22080	22080	166015037593	166015037593	332030075187	0	0.000000	
layer0.ffn.moe_expert.43.fc2	20479280	20594791	115511	115469	0	0	0	156480	125952	1354676178	1090389659	2445065837	1847296	0.499944	
layer0.ffn.moe_expert.51.gelu	22622151	22622460	309	180	0	0	0	43200	43200	139805825242	139805825242	279611650485	0	0.000000	
layer0.ffn.moe_expert.57.fc2	24119706	24249446	129740	129549	0	0	0	167040	141312	1287498073	1089193772	2376691845	2072576	0.499950	
