OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.ffn.moe_expert.30.pim_barrier	8720533	8720535	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.29.gelu	8714555	8714852	297	5	0	0	0	1216	1216	4094276094	4094276094	8188552188	0	0.000000	
layer0.ffn.activation_movement_2	8872669	9015818	143149	143148	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.11.pim_barrier	8644442	8644444	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.32.pim_barrier	8726308	8726310	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.45.pim_barrier	8790731	8790733	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.57.fc1	8843348	8846390	3042	2829	0	0	0	70720	64	23247863247	21038790	23268902038	22528	0.248851	
layer0.ffn.moe_expert.8.pim_barrier	8632750	8632752	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.43.pim_barrier	8779088	8779090	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.7.fc2	8629885	8632750	2865	2829	0	0	0	69568	128	24282024432	44677137	24326701570	33792	0.373277	
layer0.ffn.moe_expert.44.pim_barrier	8784864	8784866	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.16.gelu	8670891	8670920	29	2	0	0	0	512	448	17655172413	15448275862	33103448275	0	0.000000	
layer0.ffn.moe_expert.51.fc2	8823021	8825872	2851	2829	0	0	0	69632	64	24423710978	22448263	24446159242	33792	0.373277	
layer0.ffn.moe_expert.23.gelu	8688339	8688381	42	1	0	0	0	256	256	6095238095	6095238095	12190476190	0	0.000000	
layer0.ffn.moe_expert.37.pim_barrier	8749729	8749731	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.0.gelu	8601021	8601052	31	4	0	0	0	960	960	30967741935	30967741935	61935483870	0	0.000000	
layer0.ffn.moe_expert.7.pim_barrier	8626993	8626995	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.21.gelu	8682589	8682620	31	4	0	0	0	960	960	30967741935	30967741935	61935483870	0	0.000000	
layer0.ffn.moe_expert.60.gelu	8858093	8858124	31	4	0	0	0	960	960	30967741935	30967741935	61935483870	0	0.000000	
layer0.ffn.moe_expert.16.fc1	8667850	8670891	3041	2829	0	0	0	70720	64	23255508056	21045708	23276553765	22528	0.248851	
layer0.ffn.moe_expert.6.fc1	8621201	8624086	2885	2829	0	0	0	70720	64	24512998266	22183708	24535181975	11264	0.124426	
layer0.ffn.moe_expert.61.gelu	8863842	8863884	42	1	0	0	0	256	192	6095238095	4571428571	10666666666	0	0.000000	
layer0.ffn.moe_expert.6.gelu	8624086	8624128	42	1	0	0	0	192	192	4571428571	4571428571	9142857142	0	0.000000	
layer0.ffn.moe_expert.33.fc2	8735163	8738028	2865	2829	0	0	0	69248	64	24170331588	22338568	24192670157	11264	0.124426	
layer0.ffn.moe_expert.24.fc2	8694322	8697173	2851	2829	0	0	0	69568	64	24401262714	22448263	24423710978	33792	0.373277	
layer0.ffn.moe_expert.53.gelu	8834691	8834719	28	1	0	0	0	256	192	9142857142	6857142857	16000000000	0	0.000000	
layer0.ffn.moe_expert.44.fc1	8784866	8787867	3001	2835	0	0	0	70720	64	23565478173	21326224	23586804398	11264	0.124162	
layer0.ffn.moe_expert.42.fc2	8776234	8779088	2854	2835	0	0	0	69184	128	24241065171	44849334	24285914505	11264	0.124162	
layer0.ffn.moe_expert.29.fc2	8714852	8720533	5681	5645	0	0	0	71424	320	12572434430	56328111	12628762541	56320	0.311780	
layer0.ffn.moe_expert.60.fc2	8858124	8860975	2851	2829	0	0	0	69760	128	24468607506	44896527	24513504033	45056	0.497702	
layer0.ffn.moe_expert.41.gelu	8770237	8770279	42	1	0	0	0	192	256	4571428571	6095238095	10666666666	0	0.000000	
layer0.ffn.moe_expert.53.fc1	8831650	8834691	3041	2829	0	0	0	70720	64	23255508056	21045708	23276553765	11264	0.124426	
layer0.ffn.moe_expert.55.pim_barrier	8837570	8837572	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.40.gelu	8764490	8764519	29	3	0	0	0	704	768	24275862068	26482758620	50758620689	0	0.000000	
layer0.ffn.moe_expert.13.fc2	8653259	8656124	2865	2829	0	0	0	69440	64	24237347294	22338568	24259685863	22528	0.248851	
layer0.ffn.moe_expert.50.fc2	8817082	8819947	2865	2829	0	0	0	69568	64	24282024432	22338568	24304363001	33792	0.373277	
layer0.ffn.moe_expert.23.fc1	8685474	8688339	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	11264	0.124426	
layer0.ffn.moe_expert.8.gelu	8635786	8635814	28	1	0	0	0	256	192	9142857142	6857142857	16000000000	0	0.000000	
layer0.ffn.moe_expert.35.fc1	8743957	8746822	2865	2829	0	0	0	47168	64	16463525305	22338568	16485863874	11264	0.124426	
layer0.ffn.moe_expert.11.fc2	8647513	8650349	2836	2829	0	0	0	69248	64	24417489421	22566995	24440056417	11264	0.124426	
layer0.ffn.moe_expert.4.gelu	8618290	8618334	44	3	0	0	0	768	704	17454545454	16000000000	33454545454	0	0.000000	
layer0.ffn.ln	16425	32848	16423	16388	0	0	0	5243520	5242880	319279059855	319240090117	638519149972	0	0.000000	
layer0.ffn.moe_expert.35.pim_barrier	8743955	8743957	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.44.fc2	8787895	8790731	2836	2829	0	0	0	69248	64	24417489421	22566995	24440056417	11264	0.124426	
layer0.ffn.moe_expert.57.pim_barrier	8843346	8843348	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.20.gelu	8676639	8676681	42	1	0	0	0	256	256	6095238095	6095238095	12190476190	0	0.000000	
layer0.ffn.moe_expert.40.pim_barrier	8761431	8761433	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.16.fc2	8670920	8673772	2852	2829	0	0	0	69440	64	24347826086	22440392	24370266479	22528	0.248851	
layer0.ffn.moe_expert.32.fc2	8729418	8732254	2836	2829	0	0	0	69376	64	24462623413	22566995	24485190409	22528	0.248851	
layer0.ffn.moe_expert.46.fc1	8796508	8799585	3077	2829	0	0	0	70720	64	22983425414	20799480	23004224894	22528	0.248851	
layer0.ffn.moe_expert.53.pim_barrier	8831648	8831650	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.48.gelu	8805332	8805375	43	2	0	0	0	512	448	11906976744	10418604651	22325581395	0	0.000000	
layer0.ffn.moe_expert.62.fc1	8866751	8869790	3039	2829	0	0	0	70720	64	23270812767	21059559	23291872326	11264	0.124426	
layer0.ffn.moe_expert.39.fc2	8758566	8761431	2865	2829	0	0	0	69376	128	24215008726	44677137	24259685863	22528	0.248851	
layer0.ffn.moe_expert.26.pim_barrier	8702947	8702949	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.0.fc1	8598156	8601021	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	45056	0.497702	
layer0.ffn.moe_expert.29.pim_barrier	8708872	8708874	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.30.fc1	8720535	8723400	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	22528	0.248851	
layer0.ffn.moe_expert.48.fc1	8802467	8805332	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	22528	0.248851	
layer0.ffn.moe_expert.26.fc2	8706021	8708872	2851	2829	0	0	0	69440	64	24356366187	22448263	24378814451	22528	0.248851	
layer0.ffn.moe_expert.46.pim_barrier	8796506	8796508	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.49.fc1	8808242	8811289	3047	2829	0	0	0	70720	64	23209714473	21004266	23230718739	33792	0.373277	
layer0.ffn.moe_expert.20.pim_barrier	8673772	8673774	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.43.gelu	8781956	8781998	42	1	0	0	0	192	256	4571428571	6095238095	10666666666	0	0.000000	
layer0.ffn.moe_expert.8.fc1	8632752	8635786	3034	2829	0	0	0	70720	64	23309162821	21094264	23330257086	11264	0.124426	
layer0.ffn.moe_expert.29.fc1	8708874	8714555	5681	5645	0	0	0	73856	320	13000528076	56328111	13056856187	56320	0.311780	
layer0.ffn.moe_expert.51.gelu	8822991	8823021	30	3	0	0	0	704	704	23466666666	23466666666	46933333333	0	0.000000	
layer0.ffn.moe_expert.10.pim_barrier	8638666	8638668	2	1	0	0	0	0	0	0	0	0	0	0.000000	
