OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.ffn.moe_expert.25.pim_barrier	8725638	8725640	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.24.gelu	8722730	8722773	43	2	0	0	0	448	512	10418604651	11906976744	22325581395	0	0.000000	
layer0.ffn.moe_expert.54.pim_barrier	8877628	8877630	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.8.pim_barrier	8644395	8644397	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.38.pim_barrier	8795727	8795729	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.49.fc1	8848294	8851159	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	11264	0.124426	
layer0.ffn.moe_expert.5.fc2	8629874	8632728	2854	2835	0	0	0	69184	128	24241065171	44849334	24285914505	11264	0.124162	
layer0.ffn.moe_expert.57.pim_barrier	8883392	8883394	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.13.gelu	8670868	8670896	28	1	0	0	0	256	192	9142857142	6857142857	16000000000	0	0.000000	
layer0.ffn.moe_expert.45.fc2	8827963	8830828	2865	2829	0	0	0	69248	64	24170331588	22338568	24192670157	11264	0.124426	
layer0.ffn.moe_expert.30.pim_barrier	8754692	8754694	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.0.gelu	8601021	8601049	28	1	0	0	0	192	256	6857142857	9142857142	16000000000	0	0.000000	
layer0.ffn.moe_expert.13.fc1	8667823	8670868	3045	2835	0	0	0	70720	64	23224958949	21018062	23245977011	11264	0.124162	
layer0.ffn.moe_expert.52.gelu	8868781	8868825	44	3	0	0	0	704	704	16000000000	16000000000	32000000000	0	0.000000	
layer0.ffn.moe_expert.27.fc2	8740125	8742990	2865	2829	0	0	0	69440	64	24237347294	22338568	24259685863	22528	0.248851	
layer0.ffn.moe_expert.47.gelu	8839421	8839664	243	2	0	0	0	448	512	1843621399	2106995884	3950617283	0	0.000000	
layer0.ffn.moe_expert.51.fc2	8863063	8865928	2865	2829	0	0	0	69248	64	24170331588	22338568	24192670157	11264	0.124426	
layer0.ffn.moe_expert.32.gelu	8769262	8769463	201	1	0	0	0	256	256	1273631840	1273631840	2547263681	0	0.000000	
layer0.ffn.moe_expert.43.fc2	8822025	8824890	2865	2829	0	0	0	69376	128	24215008726	44677137	24259685863	22528	0.248851	
layer0.ffn.moe_expert.6.gelu	8635739	8635767	28	1	0	0	0	192	192	6857142857	6857142857	13714285714	0	0.000000	
layer0.ffn.moe_expert.29.fc1	8748932	8751783	2851	2829	0	0	0	70720	64	24805331462	22448263	24827779726	33792	0.373277	
layer0.ffn.moe_expert.3.gelu	8618278	8618321	43	2	0	0	0	448	512	10418604651	11906976744	22325581395	0	0.000000	
layer0.ffn.ln	16425	32848	16423	16388	0	0	0	5243520	5242880	319279059855	319240090117	638519149972	0	0.000000	
layer0.ffn.moe_expert.49.pim_barrier	8848292	8848294	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.16.gelu	8679400	8679446	46	5	0	0	0	1088	1088	23652173913	23652173913	47304347826	0	0.000000	
layer0.ffn.moe_expert.61.fc2	8898162	8901027	2865	2829	0	0	0	69248	64	24170331588	22338568	24192670157	11264	0.124426	
layer0.ffn.activation_movement_2	8906773	9049922	143149	143148	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.13.fc2	8670896	8673747	2851	2829	0	0	0	69248	64	24289021396	22448263	24311469659	11264	0.124426	
layer0.ffn.moe_expert.26.fc2	8734364	8737229	2865	2829	0	0	0	69440	64	24237347294	22338568	24259685863	22528	0.248851	
layer0.ffn.moe_expert.39.fc1	8801489	8804354	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	11264	0.124426	
layer0.ffn.moe_expert.53.fc1	8871692	8874557	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	11264	0.124426	
layer0.ffn.moe_expert.63.fc1	8901029	8903864	2835	2829	0	0	0	70720	128	24945326278	45149911	24990476190	33792	0.373277	
layer0.ffn.moe_expert.24.pim_barrier	8719863	8719865	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.25.fc1	8725640	8728491	2851	2829	0	0	0	70720	64	24805331462	22448263	24827779726	22528	0.248851	
layer0.ffn.moe_expert.40.fc1	8807418	8810269	2851	2829	0	0	0	70720	64	24805331462	22448263	24827779726	45056	0.497702	
layer0.ffn.moe_expert.39.pim_barrier	8801487	8801489	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.42.fc1	8813181	8816046	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	11264	0.124426	
layer0.ffn.moe_expert.16.pim_barrier	8673747	8673749	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.36.gelu	8786881	8786924	43	2	0	0	0	448	512	10418604651	11906976744	22325581395	0	0.000000	
layer0.ffn.moe_expert.24.fc1	8719865	8722730	2865	2829	0	0	0	70720	128	24684118673	44677137	24728795811	22528	0.248851	
layer0.ffn.moe_expert.3.pim_barrier	8615411	8615413	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.5.gelu	8629832	8629874	42	1	0	0	0	256	256	6095238095	6095238095	12190476190	0	0.000000	
layer0.ffn.moe_expert.38.fc1	8795729	8798580	2851	2829	0	0	0	70720	64	24805331462	22448263	24827779726	22528	0.248851	
layer0.ffn.moe_expert.37.gelu	8792615	8792862	247	1	0	0	0	192	256	777327935	1036437246	1813765182	0	0.000000	
layer0.ffn.moe_expert.35.gelu	8780929	8781163	234	2	0	0	0	512	448	2188034188	1914529914	4102564102	0	0.000000	
layer0.attn.res	0	16425	16425	16384	0	0	0	10485760	5242880	638402435312	319201217656	957603652968	0	0.000000	
layer0.ffn.moe_expert.27.fc1	8737231	8740082	2851	2829	0	0	0	70720	64	24805331462	22448263	24827779726	22528	0.248851	
layer0.ffn.moe_expert.7.fc2	8641530	8644395	2865	2829	0	0	0	69760	64	24349040139	22338568	24371378708	45056	0.497702	
