OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.ffn.moe_expert.23.pim_barrier	8714628	8714630	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.22.gelu	8711721	8711763	42	1	0	0	0	256	192	6095238095	4571428571	10666666666	0	0.000000	
layer0.ffn.moe_expert.56.pim_barrier	8866709	8866711	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.10.pim_barrier	8644408	8644410	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.38.pim_barrier	8784808	8784810	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.50.fc1	8837568	8840433	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	22528	0.248851	
layer0.ffn.moe_expert.6.fc2	8629862	8632727	2865	2829	0	0	0	69376	128	24215008726	44677137	24259685863	22528	0.248851	
layer0.ffn.moe_expert.58.pim_barrier	8872655	8872657	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.15.gelu	8670892	8670921	29	2	0	0	0	448	512	15448275862	17655172413	33103448275	0	0.000000	
layer0.ffn.moe_expert.45.fc2	8817075	8819940	2865	2829	0	0	0	69440	64	24237347294	22338568	24259685863	22528	0.248851	
layer0.ffn.moe_expert.29.pim_barrier	8743950	8743952	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.1.gelu	8601021	8601050	29	2	0	0	0	448	512	15448275862	17655172413	33103448275	0	0.000000	
layer0.ffn.moe_expert.15.fc1	8667834	8670892	3058	2829	0	0	0	70784	64	23147155003	20928711	23168083714	22528	0.248851	
layer0.ffn.moe_expert.54.gelu	8858056	8858084	28	1	0	0	0	256	256	9142857142	9142857142	18285714285	0	0.000000	
layer0.ffn.moe_expert.26.fc2	8729380	8732231	2851	2829	0	0	0	69440	64	24356366187	22448263	24378814451	22528	0.248851	
layer0.ffn.moe_expert.47.gelu	8828734	8828778	44	3	0	0	0	704	768	16000000000	17454545454	33454545454	0	0.000000	
layer0.ffn.moe_expert.52.fc2	8852162	8855027	2865	2829	0	0	0	69248	64	24170331588	22338568	24192670157	11264	0.124426	
layer0.ffn.moe_expert.32.gelu	8758540	8758582	42	1	0	0	0	256	192	6095238095	4571428571	10666666666	0	0.000000	
layer0.ffn.moe_expert.44.fc2	8811314	8814165	2851	2829	0	0	0	69248	64	24289021396	22448263	24311469659	11264	0.124426	
layer0.ffn.moe_expert.7.gelu	8635763	8635793	30	3	0	0	0	704	768	23466666666	25600000000	49066666666	0	0.000000	
layer0.ffn.moe_expert.28.fc1	8737990	8741085	3095	2829	0	0	0	70720	128	22849757673	41357027	22891114701	22528	0.248851	
layer0.ffn.moe_expert.4.gelu	8618289	8618331	42	1	0	0	0	256	192	6095238095	4571428571	10666666666	0	0.000000	
layer0.ffn.ln	16425	32848	16423	16388	0	0	0	5243520	5242880	319279059855	319240090117	638519149972	0	0.000000	
layer0.ffn.moe_expert.50.pim_barrier	8837566	8837568	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.16.gelu	8676639	8676682	43	2	0	0	0	448	512	10418604651	11906976744	22325581395	0	0.000000	
layer0.ffn.moe_expert.61.fc2	8887281	8890135	2854	2835	0	0	0	69376	64	24308339173	22424667	24330763840	22528	0.248325	
layer0.ffn.activation_movement_2	8896072	9039221	143149	143148	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.15.fc2	8670921	8673772	2851	2829	0	0	0	69376	128	24333917923	44896527	24378814451	22528	0.248851	
layer0.ffn.moe_expert.25.fc2	8723478	8726343	2865	2829	0	0	0	69248	64	24170331588	22338568	24192670157	11264	0.124426	
layer0.ffn.moe_expert.39.fc1	8790758	8793623	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	33792	0.373277	
layer0.ffn.moe_expert.55.fc1	8860937	8863802	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	11264	0.124426	
layer0.ffn.moe_expert.62.fc1	8890137	8893192	3055	2829	0	0	0	70720	128	23148936170	41898527	23190834697	22528	0.248851	
layer0.ffn.moe_expert.22.pim_barrier	8708854	8708856	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.23.fc1	8714630	8717686	3056	2829	0	0	0	70720	128	23141361256	41884816	23183246073	22528	0.248851	
layer0.ffn.moe_expert.40.fc1	8796534	8799590	3056	2829	0	0	0	70720	128	23141361256	41884816	23183246073	11264	0.124426	
layer0.ffn.moe_expert.39.pim_barrier	8790756	8790758	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.41.fc1	8802471	8805317	2846	2835	0	0	0	70720	128	24848910751	44975404	24893886156	45056	0.496649	
layer0.ffn.moe_expert.16.pim_barrier	8673772	8673774	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.36.gelu	8776153	8776183	30	3	0	0	0	768	704	25600000000	23466666666	49066666666	0	0.000000	
layer0.ffn.moe_expert.22.fc1	8708856	8711721	2865	2829	0	0	0	70720	64	24684118673	22338568	24706457242	11264	0.124426	
layer0.ffn.moe_expert.4.pim_barrier	8615422	8615424	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.6.gelu	8629819	8629862	43	2	0	0	0	448	512	10418604651	11906976744	22325581395	0	0.000000	
layer0.ffn.moe_expert.38.fc1	8784810	8787892	3082	2829	0	0	0	70720	64	22946138870	20765736	22966904607	11264	0.124426	
layer0.ffn.moe_expert.37.gelu	8781901	8781943	42	1	0	0	0	192	192	4571428571	4571428571	9142857142	0	0.000000	
layer0.ffn.moe_expert.35.gelu	8770235	8770278	43	2	0	0	0	512	448	11906976744	10418604651	22325581395	0	0.000000	
layer0.attn.res	0	16425	16425	16384	0	0	0	10485760	5242880	638402435312	319201217656	957603652968	0	0.000000	
layer0.ffn.moe_expert.26.fc1	8726345	8729351	3006	2835	0	0	0	70720	64	23526280771	21290751	23547571523	22528	0.248325	
layer0.ffn.moe_expert.9.fc2	8641554	8644408	2854	2835	0	0	0	69376	64	24308339173	22424667	24330763840	22528	0.248325	
layer0.ffn.moe_expert.19.pim_barrier	8691213	8691215	2	1	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.55.gelu	8863802	8863844	42	1	0	0	0	256	192	6095238095	4571428571	10666666666	0	0.000000	
layer0.ffn.moe_expert.48.fc1	8831645	8834685	3040	2829	0	0	0	70720	128	23263157894	42105263	23305263157	33792	0.373277	
layer0.ffn.res	32848	49263	16415	16384	0	0	0	10485760	5242880	638791349375	319395674687	958187024063	0	0.000000	
