OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.ffn.moe_expert.39.fc1	1521135	1524233	3098	3085	0	0	0	25920	17920	8366688185	5784377017	14151065203	45056	0.456402	
layer0.ffn.moe_expert.19.fc2	1319253	1321103	1850	1837	0	0	0	12032	14592	6503783783	7887567567	14391351351	26752	0.455090	
layer0.ffn.moe_expert.41.gelu	1545651	1545820	169	158	0	0	0	13248	13312	78390532544	78769230769	157159763313	0	0.000000	
layer0.ffn.moe_expert.63.param_load	1771048	1776572	5524	5523	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.6.param_load	1173724	1179249	5525	5524	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.12.fc2	1242145	1244715	2570	2557	0	0	0	15744	20352	6126070038	7919066147	14045136186	37312	0.456003	
layer0.ffn.moe_expert.54.param_load	1673687	1679211	5524	5523	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.57.fc1	1715166	1717831	2665	2653	0	0	0	22464	15360	8429268292	5763602251	14192870544	38544	0.454014	
layer0.ffn.moe_expert.38.param_load	1505925	1511449	5524	5523	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.57.fc2	1718061	1720727	2666	2653	0	0	0	16768	21120	6289572393	7921980495	14211552888	38544	0.454014	
layer0.ffn.moe_expert.0.fc2	1121596	1123302	1706	1693	0	0	0	10816	13440	6339976553	7878077373	14218053927	24640	0.454814	
layer0.ffn.moe_expert.12.gelu	1241922	1242145	223	212	0	0	0	17792	17792	79784753363	79784753363	159569506726	0	0.000000	
layer0.ffn.moe_expert.62.fc2	1768622	1771048	2426	2413	0	0	0	13248	19136	5460840890	7887881286	13348722176	34848	0.451305	
layer0.ffn.moe_expert.44.fc2	1578568	1580322	1754	1741	0	0	0	11328	12608	6458380843	7188141391	13646522234	25168	0.451752	
layer0.ffn.moe_expert.51.fc1	1648655	1650456	1801	1789	0	0	0	15552	10304	8635202665	5721265963	14356468628	26048	0.455003	
layer0.ffn.moe_expert.23.param_load	1352453	1357977	5524	5523	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.39.fc2	1524500	1527598	3098	3085	0	0	0	19328	24576	6238863783	7932859909	14171723692	45056	0.456402	
layer0.ffn.moe_expert.56.fc2	1706976	1709642	2666	2653	0	0	0	16704	19328	6265566391	7249812453	13515378844	38544	0.454014	
layer0.ffn.moe_expert.20.fc1	1326627	1328188	1561	1549	0	0	0	13568	8704	8691864189	5575912876	14267777065	22528	0.454487	
layer0.ffn.moe_expert.44.param_load	1571136	1576660	5524	5523	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.51.fc2	1650615	1652416	1801	1789	0	0	0	11776	14208	6538589672	7888950583	14427540255	26048	0.455003	
layer0.ffn.moe_expert.58.param_load	1720727	1726251	5524	5523	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.27.fc2	1400713	1402179	1466	1453	0	0	0	9792	11520	6679399727	7858117326	14537517053	21120	0.454233	
layer0.ffn.moe_expert.37.param_load	1496239	1501763	5524	5523	0	0	0	0	0	0	0	0	0	0.000000	
layer0.ffn.moe_expert.6.fc2	1182351	1185209	2858	2845	0	0	0	17408	22592	6090972708	7904828551	13995801259	41184	0.452373	
layer0.ffn.moe_expert.24.gelu	1370514	1370668	154	143	0	0	0	12032	11968	78129870129	77714285714	155844155844	0	0.000000	
layer0.ffn.moe_expert.61.param_load	1749181	1754705	5524	5523	0	0	0	0	0	0	0	0	0	0.000000	
